message,label
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",nonspam
I don't think he has spatula hands!,nonspam
You can never do NOTHING,nonspam
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,nonspam
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,spam
Please da call me any mistake from my side sorry da. Pls da goto doctor.,nonspam
Where r we meeting?,nonspam
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",nonspam
Now only i reached home. . . I am very tired now. . I will come tomorro,nonspam
Ryder unsold.now gibbs.,nonspam
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,spam
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,nonspam
NO GIFTS!! You trying to get me to throw myself off a cliff or something?,nonspam
Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,nonspam
You busy or can I come by at some point and figure out what we're doing tomorrow,nonspam
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",nonspam
Black shirt n blue jeans... I thk i c ü...,nonspam
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,nonspam
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam
on hen night. Going with a swing,nonspam
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",nonspam
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,nonspam
No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),nonspam
S s..first time..dhoni rocks...,nonspam
Ok ill tell the company,nonspam
"Awesome, think we can get an 8th at usf some time tonight?",nonspam
So that means you still think of teju,nonspam
"No I'm good for the movie, is it ok if I leave in an hourish?",nonspam
No no:)this is kallis home ground.amla home town is durban:),nonspam
So lets make it saturday or monday as per convenience.,nonspam
Hey... What time is your driving on fri? We go for evaluation on fri?,nonspam
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,nonspam
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
Cancel cheyyamo?and get some money back?,nonspam
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam
Ok.ok ok..then..whats ur todays plan,nonspam
Good morning princess! How are you?,nonspam
Aiyar sorry lor forgot 2 tell u...,nonspam
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
Not tonight mate. Catching up on some sleep. This is my new number by the way. ,nonspam
"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",nonspam
Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,spam
"So check your errors and if you had difficulties, do correction.",nonspam
Howz pain?hope u r fine..,nonspam
"Sorry, I'll call later",nonspam
Good morning princess! How are you?,nonspam
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",nonspam
U wake up already? Thanx 4 e tau sar piah it's quite nice.,nonspam
K do I need a login or anything,nonspam
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam
LOL ... No just was busy,nonspam
What * u wearing?,nonspam
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,nonspam
Oh:)as usual vijay film or its different?,nonspam
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,spam
Have you had a good day? Mine was really busy are you up to much tomorrow night?,nonspam
And is there a way you can send shade's stuff to her. And she has been wonderful too.,nonspam
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,nonspam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
Babe ? I lost you ... :-(,nonspam
Ok... Help me ask if she's working tmr a not?,nonspam
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,nonspam
Not a drop in the tank,nonspam
(That said can you text him one more time?),nonspam
"Sorry, I'll call later",nonspam
Ok i go change also...,nonspam
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,nonspam
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",nonspam
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,nonspam
He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,nonspam
Hey! There's veggie pizza... :/,nonspam
Yun buying... But school got offer 2000 plus only...,nonspam
You sure your neighbors didnt pick it up,nonspam
K. I will sent it again,nonspam
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",nonspam
Well. Im computerless. Time to make some oreo truffles,nonspam
"Haha yeah I see that now, be there in a sec",nonspam
I am not having her number sir,nonspam
Lol now I'm after that hot air balloon!,nonspam
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,nonspam
Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,nonspam
"Yeah, we can probably swing by once my roommate finishes up with his girl",nonspam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
Happy new years melody!,nonspam
Ü dun need to pick ur gf?,nonspam
Yay! You better not have told that to 5 other girls either.,nonspam
Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,nonspam
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",nonspam
Just nw i came to hme da..,nonspam
"I'm outside islands, head towards hard rock and you'll run into me",nonspam
To day class is there are no class.,nonspam
I'm in chennai velachery:),nonspam
You flippin your shit yet?,nonspam
"K give me a sec, breaking a  &lt;#&gt;  at cstore",nonspam
Am i that much bad to avoid like this?,nonspam
"Yo, you around? Just got my car back",nonspam
Annoying isn't it.,nonspam
"Goodmorning, Today i am late for  &lt;#&gt; min.",nonspam
There's no point hangin on to mr not right if he's not makin u happy,nonspam
All will come alive.better correct any good looking figure there itself..,nonspam
In that case I guess I'll see you at campus lodge,nonspam
We're done...,nonspam
Come to my home for one last time i wont do anything. Trust me.,nonspam
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,nonspam
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,spam
Ok... C ya...,nonspam
You have 1 new voicemail. Please call 08719181503,spam
What he said is not the matter. My mind saying some other matter is there.,nonspam
He also knows about lunch menu only da. . I know,nonspam
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",nonspam
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,nonspam
Otherwise had part time job na-tuition..,nonspam
I know she called me,nonspam
"Me also da, i feel yesterday night  wait til 2day night dear.",nonspam
Thanks for understanding. I've been trying to tell sura that.,nonspam
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,nonspam
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",spam
I need you to be in my strong arms...,nonspam
Also maaaan are you missing out,nonspam
His bday real is in april .,nonspam
Guessin you ain't gonna be here before 9?,nonspam
Ok then i will come to ur home after half an hour,nonspam
"Yo, the game almost over? Want to go to walmart soon",nonspam
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",nonspam
I'll text now! All creepy like so he won't think that we forgot,nonspam
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",nonspam
You have 1 new voicemail. Please call 08719181513.,spam
"Damn, can you make it tonight or do you want to just wait til tomorrow",nonspam
K..k..i'm also fine:)when will you complete the course?,nonspam
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",nonspam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Prakesh is there know.,nonspam
Teach me apps da. When you come to college.,nonspam
Rofl betta invest in some  anti aging products,nonspam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
"sir, you will receive the account no another 1hr time. Sorry for the delay.",nonspam
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam
So ü'll be submitting da project tmr rite?,nonspam
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
Jus ans me lar. U'll noe later.,nonspam
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,nonspam
have got * few things to do. may be in * pub later.,nonspam
1's finish meeting call me.,nonspam
Lol ok. I'll snatch her purse too.,nonspam
Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,nonspam
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,nonspam
How much are we getting?,nonspam
Is ur paper in e morn or aft tmr?,nonspam
"Dear relieved of westonzoyland, all going to plan this end too!",nonspam
Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,nonspam
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,nonspam
"I want to show you the world, princess :) how about europe?",nonspam
Nobody can decide where to eat and dad wants Chinese,nonspam
No shoot me. I'm in the docs waiting room. :/,nonspam
Now? I'm going out 4 dinner soon..,nonspam
Hello which the site to download songs its urgent pls,nonspam
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",nonspam
Horrible gal. Me in sch doing some stuff. How come u got mc?,nonspam
"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",nonspam
"I call you later, don't have network. If urgnt, sms me.",nonspam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,nonspam
Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam
Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,nonspam
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,nonspam
What your plan for pongal?,nonspam
Just wait till end of march when el nino gets himself. Oh.,nonspam
"Not yet chikku..going to room nw, i'm in bus..",nonspam
Am also doing in cbe only. But have to pay.,nonspam
Honey boo I'm missing u.,nonspam
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",nonspam
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",nonspam
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",nonspam
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam
Ok. No wahala. Just remember that a friend in need ...,nonspam
I will see in half an hour,nonspam
"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",nonspam
"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",nonspam
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,nonspam
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
"Tee hee. Off to lecture, cheery bye bye.",nonspam
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",nonspam
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,nonspam
Ok...,nonspam
network operator. The service is free. For T & C's visit 80488.biz,spam
Let me know how to contact you. I've you settled in a room. Lets know you are ok.,nonspam
Wot u up 2 u weirdo?,nonspam
Can do lor...,nonspam
Dont put your phone on silent mode ok,nonspam
Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,nonspam
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,nonspam
Oh ho. Is this the first time u use these type of words,nonspam
Am I the only one who doesn't stalk profiles?,nonspam
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",nonspam
Yes i thought so. Thanks.,nonspam
But if she.s drinkin i'm ok.,nonspam
"Just wondering, the others just took off",nonspam
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",nonspam
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",nonspam
Happy new year to u too!,nonspam
"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",nonspam
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,nonspam
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",nonspam
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,nonspam
Happy birthday... May all ur dreams come true...,nonspam
Aiyah u did ok already lar. E nydc at wheellock?,nonspam
TELL HER I SAID EAT SHIT.,nonspam
Sure! I am driving but will reach my destination soon.,nonspam
"K so am I, how much for an 8th? Fifty?",nonspam
Your daily text from me – a favour this time,nonspam
Great to hear you are settling well. So what's happenin wit ola?,nonspam
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,nonspam
I tot u reach liao. He said t-shirt.,nonspam
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",nonspam
I cant pick the phone right now. Pls send a message,nonspam
Your right! I'll make the appointment right now.,nonspam
Designation is software developer and may be she get chennai:),nonspam
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
I jokin oni lar.. Ü busy then i wun disturb ü.,nonspam
"Ok, be careful ! Don't text and drive !",nonspam
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",nonspam
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,nonspam
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,nonspam
How abt making some of the pics bigger?,nonspam
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,nonspam
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",nonspam
Why nothing. Ok anyway give me treat,nonspam
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Ok...,nonspam
Correct. So how was work today,nonspam
"Just sent again. Do you scream and moan in bed, princess?",nonspam
"I wake up long ago already... Dunno, what other thing?",nonspam
Oh just getting even with u.... u?,nonspam
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,nonspam
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,nonspam
Yeah jay's sort of a fucking retard,nonspam
"Sorry, was in the bathroom, sup",nonspam
Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam
My exam is for february 4. Wish you a great day.,nonspam
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,nonspam
"Aight no rush, I'll ask jay",nonspam
Good Morning plz call me sir,nonspam
It's ok lar. U sleep early too... Nite...,nonspam
"Oh... Icic... K lor, den meet other day...",nonspam
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",nonspam
"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",nonspam
"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",nonspam
Then she buying today? Ü no need to c meh...,nonspam
Aight sorry I take ten years to shower. What's the plan?,nonspam
Every monday..nxt week vl be completing..,nonspam
Might ax well im there.,nonspam
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,nonspam
Yeah I'll try to scrounge something up,nonspam
Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,nonspam
Were somewhere on Fredericksburg,nonspam
Que pases un buen tiempo or something like that,nonspam
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,nonspam
She doesnt need any test.,nonspam
"Nothing much, chillin at home. Any super bowl plan?",nonspam
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam
Bugis oso near wat... ,nonspam
Yo theres no class tmrw right?,nonspam
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,nonspam
"Goodnight, sleep well da please take care pa. Please.",nonspam
Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,nonspam
Convey my regards to him,nonspam
U ned to convince him tht its not possible witot hurting his feeling its the main,nonspam
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",nonspam
If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,nonspam
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",nonspam
Yo dude guess who just got arrested the other day,nonspam
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,nonspam
What does the dance river do?,nonspam
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",nonspam
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,nonspam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
Bbq this sat at mine from 6ish. Ur welcome 2 come,nonspam
"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",nonspam
Alright. I'm out--have a good night!,nonspam
Did you try making another butt.,nonspam
Hope you are feeling great. Pls fill me in. Abiola,nonspam
I though we shd go out n have some fun so bar in town or something – sound ok?,nonspam
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",nonspam
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam
We're finally ready fyi,nonspam
Auntie huai juan never pick up her phone,nonspam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
"Ya tel, wats ur problem..",nonspam
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
i dnt wnt to tlk wid u,nonspam
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",nonspam
Its ok my arm is feeling weak cuz i got a shot so we can go another time,nonspam
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,nonspam
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",nonspam
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,nonspam
All e best 4 ur exam later.,nonspam
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,nonspam
Oh k.i think most of wi and nz players unsold.,nonspam
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",nonspam
"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",nonspam
"Haha just kidding, papa needs drugs",nonspam
"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",nonspam
Oh ok..,nonspam
R we still meeting 4 dinner tonight?,nonspam
Thats cool! I am a gentleman and will treat you with dignity and respect.,nonspam
Shall i start from hear.,nonspam
Then we wait 4 u lor... No need 2 feel bad lar...,nonspam
No did you check? I got his detailed message now,nonspam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,nonspam
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",nonspam
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,nonspam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,nonspam
cool. We will have fun practicing making babies!,nonspam
Actually getting ready to leave the house.,nonspam
K..k..any special today?,nonspam
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
Then we gotta do it after that,nonspam
"I've got ten bucks, jay is being noncomittal",nonspam
Where at were hungry too,nonspam
Pls speak to that customer machan.,nonspam
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,nonspam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",nonspam
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,spam
So wats ur opinion abt him and how abt is character?,nonspam
Jay is snickering and tells me that x is totally fucking up the chords as we speak,nonspam
No..few hours before.went to hair cut .,nonspam
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,nonspam
Lmao. Take a pic and send it to me.,nonspam
Speak only when you feel your words are better than the silence... Gud mrng:-),nonspam
No. She's currently in scotland for that.,nonspam
Do you work all this week ?,nonspam
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
Lol great now im getting hungry.,nonspam
Yes.. now only saw your message..,nonspam
I'll be at mu in like  &lt;#&gt;  seconds,nonspam
Ok...,nonspam
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,nonspam
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",nonspam
For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,nonspam
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",nonspam
Thanks for ve lovely wisheds. You rock,nonspam
You intrepid duo you! Have a great time and see you both soon. ,nonspam
I asked sen to come chennai and search for job.,nonspam
Dad went out oredi... ,nonspam
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",nonspam
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,nonspam
"Arms fine, how's Cardiff and uni? ",nonspam
In fact when do you leave? I think addie goes back to school tues or wed,nonspam
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",nonspam
Ya:)going for restaurant..,nonspam
"Its ok., i just askd did u knw tht no?",nonspam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
Those ducking chinchillas,nonspam
I am in a marriage function,nonspam
Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,nonspam
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,nonspam
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam
say thanks2. ,nonspam
Msg me when rajini comes.,nonspam
Ya! when are ü taking ure practical lessons? I start in june..  ,nonspam
"That's good, because I need drugs",nonspam
Stupid.its not possible,nonspam
Can ü all decide faster cos my sis going home liao..,nonspam
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,nonspam
